2.34151,2.29945,2.26597,2.24592,2.23085,2.19474,2.16487,2.16262,2.17184,2.19107,2.21498,2.21536,2.20156,2.19617,2.17673,2.1764,2.15917,2.16344,2.16752,2.17899,2.22605,2.25481,2.29205,2.32313,2.34441,2.35634,2.39063,2.40971,2.40067,2.40107,2.38723,2.35163,2.35906,2.39427,2.39384,2.3996,2.41561,2.42494,2.41253,2.41189,2.42689,2.43682,2.4319,2.37494,2.33655,2.33704,2.36055,2.38392,2.37816,2.37057,
2.32478,2.25302,2.24513,2.24685,2.29401,2.28809,2.25767,2.25585,2.26724,2.28781,2.30187,2.2994,2.29425,2.29103,2.28029,2.27071,2.2705,2.26415,2.28157,2.30481,2.34123,2.33369,2.31363,2.34679,2.35187,2.39249,2.39472,2.40896,2.41228,2.42874,2.44699,2.42014,2.43054,2.47463,2.48325,2.50122,2.51876,2.52959,2.53016,2.53019,2.52781,2.52102,2.50393,2.46254,2.40552,2.37487,2.36954,2.36529,2.36746,2.35646,
2.40586,2.41548,2.41815,2.44202,2.45942,2.41561,2.39745,2.40955,2.4038,2.40656,2.38164,2.37107,2.3662,2.35709,2.34544,2.34103,2.36437,2.37572,2.40317,2.43111,2.47587,2.48772,2.50049,2.52123,2.54297,2.49757,2.5859,2.5912,2.57753,2.57403,2.60018,2.59772,2.62574,2.68681,2.70784,2.73949,2.75508,2.781,2.79147,2.77917,2.76388,2.74532,2.73586,2.67197,2.58162,2.52704,2.50604,2.48002,2.4675,2.45974,
2.63229,2.58086,2.54445,2.5566,2.54218,2.51873,2.52069,2.55008,2.59067,2.58825,2.55132,2.53735,2.51939,2.5169,2.49172,2.46265,2.48679,2.50789,2.50277,2.49153,2.53811,2.59211,2.6131,2.60361,2.64732,2.70389,2.73894,2.73443,2.72318,2.72688,2.71671,2.67514,2.69309,2.73872,2.73595,2.74072,2.7639,2.80397,2.82452,2.80108,2.76798,2.74584,2.76,2.73396,2.71686,2.6727,2.63511,2.61636,2.60116,2.63837,
2.70569,2.65206,2.62758,2.61288,2.59277,2.5711,2.60027,2.66339,2.67513,2.66897,2.66261,2.65089,2.64448,2.64219,2.62225,2.60381,2.5804,2.53318,2.54207,2.54261,2.5715,2.60078,2.64528,2.65792,2.6896,2.73223,2.78959,2.81427,2.80093,2.8065,2.75812,2.70519,2.70624,2.71808,2.72325,2.74934,2.78122,2.79055,2.78745,2.70492,2.69766,2.69988,2.70928,2.69706,2.70857,2.69419,2.66841,2.64858,2.7077,2.72617,
2.69306,2.68996,2.68295,2.64634,2.62266,2.64933,2.69183,2.74492,2.78973,2.80202,2.77394,2.73288,2.71416,2.70281,2.69949,2.7135,2.72453,2.71859,2.67662,2.65255,2.6113,2.6216,2.63605,2.65952,2.70499,2.74809,2.80228,2.81543,2.82906,2.81296,2.75928,2.71354,2.68999,2.68346,2.71514,2.75718,2.77514,2.78553,2.75301,2.71619,2.66984,2.69154,2.69295,2.69821,2.71285,2.6826,2.67253,2.70492,2.74746,2.74263,
2.67579,2.66653,2.67445,2.66609,2.68812,2.78545,2.81604,2.80663,2.79131,2.79883,2.78938,2.75625,2.73433,2.72499,2.71902,2.70445,2.72411,2.73422,2.70986,2.72419,2.72533,2.70776,2.68099,2.65078,2.67645,2.70959,2.77147,2.80274,2.82518,2.80099,2.76609,2.70764,2.70431,2.70096,2.7287,2.75534,2.77264,2.77814,2.78869,2.7532,2.71729,2.69212,2.71355,2.74124,2.71631,2.69005,2.69385,2.74573,2.77986,2.73033,
2.59354,2.60417,2.62777,2.71293,2.82436,2.84997,2.82464,2.84577,2.86126,2.87519,2.83232,2.80162,2.75652,2.7456,2.71623,2.68645,2.69869,2.74315,2.74087,2.71327,2.76426,2.76844,2.69179,2.64923,2.62784,2.67015,2.73501,2.79158,2.8133,2.79561,2.77744,2.7451,2.72152,2.69766,2.69985,2.71624,2.73631,2.7699,2.77815,2.76536,2.73495,2.70162,2.71443,2.74088,2.73854,2.7194,2.69202,2.76837,2.76212,2.70911,
2.55238,2.52556,2.61408,2.76392,2.87824,2.86522,2.87688,2.9201,2.90795,2.89767,2.89432,2.87223,2.8152,2.79343,2.78646,2.77827,2.74969,2.74544,2.75475,2.76836,2.77352,2.78445,2.67608,2.64833,2.64605,2.62601,2.69641,2.77686,2.80133,2.80124,2.77509,2.76852,2.73304,2.71173,2.70153,2.70815,2.71458,2.7275,2.73354,2.74393,2.72769,2.70287,2.70442,2.74197,2.74726,2.72663,2.71882,2.77206,2.75935,2.67188,
2.48994,2.52881,2.60214,2.73905,2.86514,2.85645,2.93426,2.93431,2.87669,2.94505,2.95397,2.90574,2.8263,2.81399,2.82109,2.81142,2.78473,2.76547,2.75549,2.80039,2.76755,2.79722,2.68412,2.64339,2.61956,2.59283,2.66247,2.77341,2.79826,2.78652,2.78131,2.78026,2.74687,2.71265,2.68667,2.68471,2.67238,2.66817,2.64024,2.65816,2.70127,2.71273,2.7066,2.7482,2.77351,2.73731,2.74201,2.78358,2.74596,2.62697,
