Time,Entropy
10800,3.17167
10810,3.17833
10820,3.1773
10830,3.17854
10840,3.18135
10850,3.19173
10860,3.2042
10870,3.2174
10880,3.23808
10890,3.245
10900,3.24818
10910,3.2509
10920,3.2682
10930,3.28955
10940,3.31003
10950,3.31945
10960,3.31949
10970,3.30948
10980,3.29174
10990,3.28677
11000,3.27435
11010,3.26715
11020,3.25664
11030,3.24638
11040,3.24757
11050,3.25086
11060,3.25481
11070,3.25498
11080,3.25795
11090,3.25713
11100,3.24079
11110,3.22679
11120,3.20818
11130,3.19586
11140,3.17526
11150,3.15956
11160,3.14165
11170,3.12468
11180,3.10722
11190,3.08351
11200,3.08527
11210,3.09758
11220,3.10687
11230,3.11533
11240,3.1241
11250,3.13233
11260,3.12197
11270,3.11084
11280,3.1061
11290,3.10492
11300,3.09956
11310,3.09618
11320,3.08696
11330,3.0697
11340,3.05589
11350,3.04419
11360,3.03752
11370,3.02803
11380,3.01583
11390,3.02856
11400,3.03886
11410,3.04208
11420,3.04211
11430,3.04544
11440,3.05302
11450,3.06284
11460,3.07613
11470,3.09023
11480,3.09962
11490,3.11301
11500,3.11442
11510,3.1136
11520,3.11687
11530,3.11612
11540,3.12925
11550,3.14036
11560,3.15786
11570,3.18379
11580,3.20032
11590,3.21406
11600,3.2259
11610,3.24216
11620,3.24999
11630,3.25172
11640,3.26989
11650,3.28673
11660,3.29529
11670,3.29459
11680,3.30029
11690,3.31547
11700,3.3245
11710,3.33361
11720,3.33933
11730,3.34134
11740,3.33792
11750,3.34049
11760,3.34791
11770,3.34191
11780,3.33798
11790,3.34192
11800,3.35024
11810,3.35666
11820,3.3611
11830,3.36664
11840,3.36098
11850,3.35687
11860,3.34375
11870,3.33635
11880,3.33791
11890,3.33788
11900,3.34079
11910,3.33855
11920,3.33069
11930,3.32667
11940,3.3166
11950,3.31402
11960,3.30223
11970,3.2936
11980,3.28078
11990,3.27076
12000,3.25176
12010,3.24058
12020,3.23669
12030,3.2286
12040,3.2273
12050,3.22856
12060,3.23579
12070,3.23547
12080,3.24005
12090,3.23783
12100,3.23486
12110,3.23263
12120,3.23279
12130,3.22984
12140,3.21738
12150,3.2068
12160,3.19713
12170,3.19464
12180,3.19124
12190,3.1837
12200,3.15568
12210,3.14926
12220,3.15062
12230,3.14863
12240,3.13946
12250,3.12926
12260,3.10887
12270,3.10288
12280,3.0977
12290,3.09631
12300,3.10058
12310,3.10034
12320,3.10842
12330,3.111
12340,3.11352
12350,3.11582
12360,3.11892
12370,3.12085
12380,3.12304
12390,3.12106
12400,3.10984
12410,3.10728
12420,3.1122
12430,3.12441
12440,3.13656
12450,3.1489
12460,3.15776
12470,3.17079
12480,3.16936
12490,3.17088
12500,3.18811
12510,3.19634
12520,3.19749
12530,3.1985
12540,3.20043
12550,3.20497
12560,3.21115
12570,3.2099
12580,3.20646
12590,3.20965
12600,3.22998
12610,3.23871
12620,3.24724
12630,3.25798
12640,3.25849
12650,3.25829
12660,3.25825
12670,3.26013
12680,3.23676
12690,3.23461
12700,3.22666
12710,3.20786
12720,3.18603
12730,3.1775
12740,3.17451
12750,3.16621
12760,3.16268
12770,3.15403
12780,3.13867
12790,3.13151
12800,3.12623
12810,3.11535
12820,3.10364
12830,3.09414
12840,3.08278
12850,3.07763
12860,3.09041
12870,3.1075
12880,3.12972
12890,3.13468
12900,3.14479
12910,3.14746
12920,3.15929
12930,3.17027
12940,3.17339
12950,3.17107
12960,3.16906
