2.41367,2.39902,2.37853,2.34612,2.31463,2.26334,2.21269,2.19772,2.20797,2.20829,2.2249,2.23153,2.21844,2.19991,2.21332,2.22448,2.22581,2.23833,2.22004,2.2274,2.2673,2.30689,2.356,2.3795,2.41352,2.4297,2.44168,2.46402,2.47358,2.49465,2.51874,2.54294,2.5728,2.57749,2.55222,2.51896,2.49289,2.46881,2.45072,2.44602,2.45158,2.46017,2.49647,2.4851,2.48941,2.50192,2.49994,2.49497,2.47261,2.4434,
2.44914,2.41382,2.3744,2.32331,2.29724,2.247,2.18244,2.15762,2.15267,2.16225,2.16864,2.18013,2.16134,2.1596,2.15972,2.1686,2.17273,2.18521,2.18689,2.18812,2.23527,2.2781,2.31407,2.37677,2.43076,2.48591,2.49774,2.52213,2.52973,2.56702,2.59882,2.62283,2.66798,2.66902,2.61867,2.56982,2.53993,2.52027,2.48892,2.46177,2.45936,2.44817,2.45262,2.44238,2.48246,2.50127,2.49539,2.47687,2.48705,2.47573,
2.52507,2.52731,2.48172,2.4583,2.42936,2.38836,2.35267,2.34535,2.36644,2.36528,2.37405,2.3758,2.38112,2.39668,2.3881,2.3819,2.38881,2.40637,2.39047,2.39426,2.41078,2.42098,2.45388,2.48335,2.54657,2.53052,2.6432,2.68837,2.73711,2.77233,2.81981,2.85978,2.90616,2.89845,2.86148,2.85126,2.8261,2.79522,2.78759,2.76994,2.75753,2.736,2.72743,2.72771,2.74538,2.74516,2.74376,2.70911,2.66237,2.61104,
2.70395,2.65173,2.59712,2.58601,2.57236,2.53905,2.51004,2.50854,2.50501,2.47414,2.43482,2.42906,2.40973,2.43756,2.45587,2.46067,2.50921,2.5168,2.53831,2.55127,2.56936,2.58218,2.58896,2.60177,2.6563,2.73069,2.77922,2.83426,2.89794,2.93174,2.95115,2.98239,3.00142,2.99269,2.9595,2.92557,2.87854,2.87184,2.86486,2.85941,2.8469,2.86179,2.8619,2.90067,2.91809,2.93808,2.9312,2.90181,2.82773,2.76838,
2.75864,2.72124,2.67899,2.66838,2.69115,2.70524,2.70961,2.72068,2.71291,2.68815,2.64904,2.61517,2.59875,2.62198,2.6357,2.67286,2.69457,2.72359,2.73202,2.73032,2.72066,2.7121,2.69394,2.70184,2.73244,2.78414,2.83693,2.918,2.97137,2.98263,2.97735,2.99809,3.01289,3.00335,2.98103,2.94925,2.91135,2.91132,2.91217,2.90074,2.89083,2.90341,2.91306,2.95225,2.97787,3.01046,3.01233,2.98108,2.92454,2.83603,
2.80251,2.76668,2.71644,2.76472,2.81653,2.83583,2.82471,2.82934,2.8123,2.79212,2.76587,2.72404,2.69707,2.72247,2.74235,2.78807,2.80992,2.83388,2.82743,2.83088,2.82174,2.79675,2.73026,2.69984,2.73218,2.82463,2.89909,2.96557,2.9883,2.99041,2.98062,2.98454,2.98576,2.979,2.95409,2.92753,2.91053,2.90983,2.91805,2.9172,2.91391,2.92587,2.93892,2.95413,2.98062,2.99275,3.02136,3.01425,2.96137,2.88595,
2.80268,2.74009,2.74573,2.80863,2.852,2.89751,2.93154,2.95268,2.94315,2.9293,2.91088,2.87994,2.84478,2.86071,2.89005,2.9184,2.929,2.95573,2.94253,2.91184,2.88385,2.84368,2.78452,2.71619,2.76635,2.83279,2.93595,2.97746,2.99405,2.96454,2.95954,2.96841,2.96591,2.96075,2.94409,2.91523,2.89963,2.88676,2.87637,2.88633,2.89961,2.91088,2.9244,2.93493,2.95831,2.98054,3.00542,3.00302,2.96193,2.93038,
2.77582,2.71918,2.7777,2.82733,2.88096,2.94383,2.98731,2.99567,2.97879,2.94552,2.92718,2.88266,2.84092,2.85868,2.89818,2.94798,2.96885,2.99605,2.99593,2.98618,2.9414,2.87197,2.79062,2.72482,2.72998,2.84496,2.90717,2.95688,2.95656,2.93366,2.93998,2.94963,2.94196,2.93366,2.91767,2.89057,2.87624,2.86587,2.84441,2.83664,2.86028,2.88823,2.89539,2.91136,2.95019,2.96223,2.97335,2.96235,2.93833,2.93122,
2.74826,2.70253,2.77199,2.82497,2.91938,2.9942,3.01439,3.01806,3.03405,3.01069,2.95912,2.86879,2.79182,2.82515,2.9233,3.00117,3.02949,3.03444,3.00314,3.01627,2.98348,2.8811,2.79957,2.73043,2.69852,2.77881,2.88085,2.92435,2.91552,2.89499,2.90934,2.91154,2.90113,2.88462,2.85459,2.84884,2.82267,2.80373,2.77058,2.77125,2.80391,2.84577,2.86842,2.895,2.92935,2.94561,2.93496,2.9273,2.92248,2.9086,
2.68564,2.65079,2.75197,2.80407,2.91991,3.01184,3.02808,3.0762,3.05847,3.01987,2.9602,2.85783,2.75724,2.77846,2.89281,2.99079,3.04693,3.05992,3.05675,3.01251,2.98991,2.88409,2.78511,2.70506,2.65572,2.73187,2.83897,2.87331,2.88606,2.85909,2.86644,2.85872,2.82781,2.81658,2.79278,2.77175,2.74485,2.73657,2.69413,2.70842,2.73939,2.79685,2.82603,2.85468,2.8898,2.9123,2.90984,2.88485,2.85795,2.8333,
