2.43991,2.49436,2.51808,2.55505,2.53,2.50594,2.46811,2.42214,2.38914,2.37121,2.36175,2.32608,2.30674,2.28498,2.30762,2.37929,2.41777,2.5121,2.51015,2.49876,2.5198,2.49667,2.53137,2.51328,2.44613,2.40106,2.36463,2.33196,2.30472,2.31416,2.34853,2.35894,2.45283,2.47282,2.42057,2.43675,2.465,2.47144,2.46809,2.44029,2.38788,2.34837,2.34554,2.32525,2.35039,2.37607,2.34765,2.35296,2.36116,2.40147,
2.45083,2.48999,2.52043,2.51836,2.47737,2.46051,2.39621,2.35323,2.31087,2.29517,2.26804,2.22148,2.20856,2.20756,2.23981,2.28881,2.34441,2.41949,2.44366,2.44939,2.47613,2.46535,2.49745,2.48743,2.44215,2.43584,2.37091,2.3445,2.3165,2.34223,2.40107,2.46145,2.56506,2.60364,2.56573,2.56844,2.60662,2.59497,2.59684,2.56482,2.51993,2.4522,2.44483,2.42531,2.46719,2.46443,2.41193,2.40261,2.36803,2.41276,
2.50243,2.58685,2.61659,2.60498,2.5135,2.42845,2.42345,2.43129,2.46356,2.48699,2.454,2.41272,2.40461,2.4058,2.46151,2.51243,2.57165,2.6188,2.62065,2.63632,2.64472,2.65075,2.64194,2.55531,2.52432,2.40923,2.50115,2.50668,2.50944,2.51447,2.54798,2.64356,2.72818,2.71656,2.70256,2.70669,2.73678,2.72488,2.72623,2.71751,2.69129,2.65035,2.6263,2.59543,2.61554,2.5866,2.58088,2.5965,2.52521,2.50906,
2.68346,2.71028,2.728,2.72654,2.68562,2.61882,2.54203,2.50358,2.51907,2.55459,2.52904,2.53063,2.55887,2.57242,2.605,2.62111,2.68121,2.72324,2.72653,2.72493,2.70725,2.72718,2.71446,2.64395,2.58762,2.57384,2.5724,2.60228,2.62833,2.63,2.67279,2.74697,2.75952,2.76218,2.76798,2.79492,2.79613,2.81338,2.80817,2.79129,2.7791,2.75985,2.73105,2.69904,2.68644,2.66973,2.67662,2.69516,2.64759,2.61882,
2.73146,2.74496,2.75107,2.72725,2.68036,2.59424,2.57316,2.61597,2.6298,2.66397,2.62526,2.60521,2.59384,2.61197,2.67603,2.7191,2.79013,2.82501,2.81023,2.803,2.79522,2.80512,2.68879,2.63829,2.60823,2.56973,2.58977,2.64349,2.67154,2.68845,2.71832,2.74322,2.7462,2.74798,2.76396,2.76791,2.778,2.77783,2.76554,2.77798,2.74656,2.72945,2.69544,2.69899,2.65959,2.65826,2.69672,2.70476,2.685,2.70138,
2.69458,2.74338,2.72757,2.66253,2.66507,2.68481,2.69436,2.69123,2.70219,2.70384,2.66538,2.67578,2.66928,2.70258,2.75346,2.7988,2.82128,2.86992,2.90058,2.89079,2.83754,2.80797,2.78727,2.62419,2.61228,2.58093,2.62144,2.68674,2.69348,2.71246,2.70939,2.69555,2.69686,2.72116,2.73275,2.74124,2.73469,2.78078,2.79541,2.78688,2.76133,2.72201,2.67473,2.64974,2.63545,2.6621,2.70316,2.71602,2.74502,2.72197,
2.65006,2.71114,2.66977,2.6355,2.72947,2.74185,2.7482,2.76084,2.70714,2.679,2.71651,2.71239,2.66276,2.69757,2.77751,2.81673,2.83077,2.87007,2.89027,2.88104,2.89774,2.8235,2.73345,2.65892,2.58435,2.54696,2.63571,2.71694,2.71191,2.71691,2.68837,2.67673,2.71985,2.76043,2.81651,2.81998,2.81536,2.83158,2.84547,2.85996,2.87394,2.83935,2.77696,2.69451,2.62358,2.68086,2.71995,2.72006,2.75887,2.74016,
2.60659,2.63546,2.61094,2.68493,2.72345,2.75504,2.78307,2.75704,2.70549,2.76117,2.73514,2.7103,2.74589,2.75652,2.75893,2.77058,2.82855,2.83824,2.86643,2.88064,2.86523,2.85415,2.70235,2.62565,2.53162,2.57524,2.6714,2.72794,2.72066,2.71691,2.70419,2.72263,2.75698,2.80188,2.80034,2.79018,2.78625,2.78474,2.81798,2.8245,2.8519,2.86183,2.82905,2.7659,2.68644,2.65886,2.70354,2.73976,2.75498,2.71406,
2.55698,2.60231,2.6485,2.71978,2.70637,2.76383,2.7661,2.73663,2.73541,2.68874,2.63844,2.61852,2.59066,2.57922,2.63813,2.69348,2.73334,2.84403,2.85601,2.85288,2.85111,2.82855,2.71839,2.63269,2.57587,2.61701,2.67412,2.71471,2.72481,2.7081,2.70685,2.7184,2.76603,2.77373,2.75636,2.73602,2.74127,2.74334,2.73242,2.7415,2.78743,2.81041,2.83278,2.77737,2.71869,2.68249,2.68024,2.73044,2.75571,2.70508,
2.5768,2.62668,2.71193,2.74961,2.79719,2.8288,2.82848,2.7946,2.73266,2.71611,2.69076,2.64785,2.56892,2.55071,2.61679,2.65884,2.74388,2.80465,2.86752,2.89447,2.87461,2.80989,2.75319,2.67718,2.60633,2.64169,2.68954,2.71857,2.74464,2.73344,2.71421,2.72083,2.72678,2.71533,2.69612,2.67073,2.64973,2.65693,2.6191,2.62591,2.68084,2.76221,2.78992,2.77962,2.75591,2.73283,2.67485,2.7366,2.7179,2.65866,
