2.31094,2.30912,2.25862,2.21857,2.18236,2.16609,2.16888,2.16645,2.17146,2.18917,2.18216,2.16363,2.14469,2.18156,2.17191,2.16322,2.14641,2.14706,2.14619,2.17432,2.22457,2.26688,2.31974,2.34292,2.37364,2.34206,2.33846,2.38035,2.41416,2.41086,2.43948,2.43333,2.43441,2.42019,2.44296,2.44032,2.4365,2.40989,2.38088,2.37475,2.40553,2.40875,2.43979,2.46092,2.44534,2.41574,2.38506,2.40636,2.37203,2.33263,
2.36151,2.32514,2.26917,2.21422,2.20163,2.20248,2.21706,2.22147,2.23711,2.25525,2.26254,2.24841,2.25393,2.27047,2.27089,2.26038,2.24508,2.23315,2.22862,2.25877,2.3195,2.34755,2.37167,2.41999,2.46076,2.48245,2.47272,2.53562,2.56044,2.58653,2.61656,2.61269,2.61875,2.60667,2.63375,2.65048,2.65556,2.62125,2.58518,2.58063,2.57385,2.56741,2.57654,2.57088,2.52552,2.46113,2.41497,2.40745,2.38485,2.35359,
2.46553,2.45887,2.41285,2.37173,2.34687,2.34465,2.36059,2.37646,2.39387,2.40249,2.3939,2.3798,2.38004,2.40293,2.38653,2.3715,2.36406,2.35263,2.33206,2.35131,2.38749,2.44447,2.49639,2.55469,2.58744,2.54389,2.63888,2.72625,2.77411,2.80073,2.82984,2.82562,2.81518,2.80291,2.80642,2.83533,2.84031,2.8229,2.78283,2.77131,2.76838,2.77704,2.79844,2.78658,2.7362,2.6862,2.64309,2.63992,2.60808,2.53461,
2.63925,2.56634,2.52438,2.50175,2.49802,2.4924,2.51223,2.52389,2.52204,2.49719,2.45696,2.45694,2.44848,2.4826,2.49816,2.48574,2.49094,2.48248,2.47441,2.48038,2.512,2.5697,2.60693,2.6333,2.66438,2.72104,2.78883,2.84277,2.87696,2.88323,2.90734,2.89749,2.87957,2.87538,2.87578,2.89302,2.90295,2.88194,2.84076,2.82889,2.8396,2.86098,2.89141,2.89674,2.87682,2.84327,2.81181,2.80723,2.76654,2.69435,
2.68238,2.63723,2.62532,2.59827,2.60579,2.63909,2.65142,2.67412,2.66993,2.63227,2.58034,2.56186,2.52789,2.54098,2.54336,2.5706,2.57285,2.56672,2.55541,2.53544,2.56834,2.61265,2.64433,2.67684,2.68811,2.75529,2.84006,2.90371,2.92503,2.94086,2.95067,2.92882,2.89701,2.86872,2.8726,2.87878,2.88257,2.83634,2.81372,2.80797,2.80798,2.84923,2.88966,2.9113,2.90408,2.89991,2.87526,2.86732,2.84733,2.77238,
2.72498,2.6902,2.6532,2.70045,2.72853,2.73936,2.74418,2.76559,2.75571,2.73812,2.71098,2.67045,2.64266,2.65785,2.68527,2.72178,2.72929,2.72667,2.71765,2.69628,2.68955,2.68985,2.68383,2.69081,2.69532,2.78109,2.88234,2.93674,2.94392,2.94947,2.93817,2.899,2.85609,2.82536,2.81484,2.79802,2.77708,2.74967,2.71282,2.73422,2.76235,2.81885,2.84588,2.88987,2.89334,2.90343,2.88724,2.86757,2.85542,2.81467,
2.75175,2.71629,2.7,2.74134,2.78276,2.80757,2.84443,2.86098,2.87379,2.84681,2.814,2.76575,2.74291,2.75172,2.74834,2.7856,2.79726,2.80583,2.7937,2.78702,2.77572,2.75031,2.72927,2.71623,2.73091,2.78866,2.89402,2.92972,2.9387,2.9443,2.90588,2.85769,2.80754,2.7655,2.77412,2.75866,2.73386,2.72554,2.71566,2.73528,2.76666,2.80302,2.85411,2.8758,2.89737,2.91234,2.91335,2.87787,2.86376,2.83106,
2.75737,2.712,2.75019,2.79683,2.84139,2.89475,2.91634,2.92031,2.94854,2.93413,2.91632,2.89027,2.85266,2.84157,2.84925,2.84749,2.87161,2.85291,2.8497,2.8122,2.80367,2.78498,2.73605,2.72732,2.73901,2.81696,2.8803,2.91155,2.91342,2.91463,2.87236,2.79968,2.74913,2.72751,2.74571,2.7549,2.73203,2.72346,2.71697,2.73495,2.76832,2.78835,2.84316,2.87368,2.89449,2.90473,2.91236,2.88902,2.852,2.81567,
2.72661,2.71514,2.77818,2.82774,2.90604,2.941,2.97277,2.99665,2.99076,2.97945,2.95258,2.91755,2.85771,2.8349,2.88156,2.90803,2.94261,2.93887,2.91848,2.84826,2.81995,2.79768,2.77496,2.7321,2.7263,2.77675,2.83904,2.89876,2.88325,2.8559,2.8217,2.76968,2.72093,2.70419,2.71427,2.71234,2.70247,2.688,2.68205,2.71179,2.7331,2.76587,2.80718,2.86657,2.88103,2.88172,2.9071,2.89456,2.86973,2.81704,
2.66826,2.68116,2.77804,2.82414,2.91691,2.94019,3.01373,3.011,2.99034,2.94043,2.93728,2.89949,2.90877,2.84183,2.8651,2.88875,2.93085,2.97639,2.94234,2.89548,2.8182,2.80614,2.79453,2.70934,2.69862,2.7309,2.82637,2.83768,2.82288,2.80746,2.7684,2.71474,2.67758,2.64643,2.65878,2.64944,2.64861,2.66946,2.64224,2.65599,2.69368,2.72621,2.74641,2.81305,2.85765,2.85983,2.86582,2.87708,2.83132,2.78366,
