Time,Entropy
10140,3.15784
10150,3.14521
10160,3.1508
10170,3.18581
10180,3.20165
10190,3.22516
10200,3.26762
10210,3.26865
10220,3.27629
10230,3.27926
10240,3.25941
10250,3.25663
10260,3.23916
10270,3.2343
10280,3.24647
10290,3.26342
10300,3.27702
10310,3.29552
10320,3.29595
10330,3.29483
10340,3.29698
10350,3.29605
10360,3.3022
10370,3.2994
10380,3.30044
10390,3.29797
10400,3.30251
10410,3.31354
10420,3.3055
10430,3.29251
10440,3.26524
10450,3.21707
10460,3.17681
10470,3.15043
10480,3.13144
10490,3.14108
10500,3.12909
10510,3.11012
10520,3.10687
10530,3.05949
10540,3.02183
10550,2.99324
10560,2.99345
10570,2.9545
10580,2.98507
10590,3.02802
10600,3.03694
10610,3.01616
10620,2.99166
10630,2.9551
10640,3.01141
10650,2.97304
10660,2.94723
10670,2.97741
10680,2.99958
10690,3.06433
10700,3.08368
10710,3.06206
10720,3.02938
10730,2.93511
10740,3.0483
10750,3.01806
10760,2.99316
10770,3.05145
10780,3.13514
10790,3.17063
10800,3.17167
10810,3.17536
10820,3.17108
10830,3.16361
10840,3.16423
10850,3.16384
10860,3.17148
10870,3.18288
10880,3.21128
10890,3.22727
10900,3.24818
10910,3.25372
10920,3.27438
10930,3.29349
10940,3.30228
10950,3.2987
10960,3.31729
10970,3.31661
10980,3.30171
10990,3.2921
11000,3.27435
11010,3.26065
11020,3.24076
11030,3.22198
11040,3.19878
11050,3.17523
11060,3.18326
11070,3.20082
11080,3.25252
11090,3.26134
11100,3.24079
11110,3.17627
11120,3.10686
11130,3.04021
11140,3.05127
11150,3.01551
11160,2.99899
11170,2.9907
11180,3.03551
11190,3.06979
11200,3.08527
11210,3.08469
11220,3.10674
11230,3.11109
11240,3.10943
11250,3.12742
11260,3.12519
11270,3.11674
11280,3.10628
11290,3.09786
11300,3.09956
11310,3.09233
11320,3.07482
11330,3.05195
11340,3.03525
11350,3.02824
11360,3.01837
11370,3.01954
11380,3.01857
11390,3.03129
11400,3.03886
11410,3.05179
11420,3.04702
11430,3.04744
11440,3.05347
11450,3.05796
11460,3.05939
11470,3.07892
11480,3.09299
11490,3.10965
11500,3.11442
11510,3.10977
11520,3.0887
11530,3.07626
11540,3.06727
11550,3.03552
11560,3.0752
11570,3.09242
11580,3.16069
11590,3.2054
11600,3.2259
11610,3.24545
11620,3.24145
11630,3.25074
11640,3.26603
11650,3.27302
11660,3.2853
11670,3.29253
11680,3.29964
11690,3.31495
11700,3.3245
11710,3.33616
11720,3.34088
11730,3.34811
11740,3.34348
11750,3.33272
11760,3.3163
11770,3.29828
11780,3.29727
11790,3.3207
11800,3.35024
11810,3.36615
11820,3.36412
11830,3.36806
11840,3.35221
11850,3.33651
11860,3.32233
11870,3.31502
11880,3.31651
11890,3.32446
11900,3.34079
11910,3.30474
11920,3.26375
11930,3.20858
11940,3.19882
11950,3.21316
11960,3.252
11970,3.26058
11980,3.25394
11990,3.25769
12000,3.25176
12010,3.2334
12020,3.21987
12030,3.20835
12040,3.1858
12050,3.19259
12060,3.20384
12070,3.20974
12080,3.21243
12090,3.22829
12100,3.23486
12110,3.22901
12120,3.21178
12130,3.21275
12140,3.21328
12150,3.20674
12160,3.18344
12170,3.19891
12180,3.19132
12190,3.18818
12200,3.15568
12210,3.13138
12220,3.10023
12230,3.06575
12240,3.04929
12250,3.0382
12260,3.04636
12270,3.07042
12280,3.08468
12290,3.10216
12300,3.10058
12310,3.10101
12320,3.10489
12330,3.10249
12340,3.1114
12350,3.1141
12360,3.11729
12370,3.12728
12380,3.12
12390,3.11584
12400,3.10984
12410,3.09078
12420,3.05551
12430,3.01686
12440,3.00209
12450,2.93896
12460,2.95812
12470,3.09125
12480,3.16423
12490,3.16672
12500,3.18811
12510,3.19582
12520,3.17567
12530,3.1486
12540,3.06368
12550,2.99436
12560,2.93193
12570,2.99541
12580,3.12363
12590,3.18644
12600,3.22998
12610,3.23131
12620,3.23717
12630,3.24949
12640,3.25553
12650,3.26148
12660,3.25542
12670,3.25322
12680,3.23851
12690,3.2344
12700,3.22666
12710,3.19637
12720,3.16557
12730,3.13664
12740,3.12536
12750,3.11111
12760,3.10247
12770,3.1068
12780,3.12304
12790,3.1099
12800,3.12623
12810,3.11907
12820,3.10448
12830,3.0665
12840,3.02995
12850,3.01068
12860,3.04836
12870,3.10866
12880,3.12856
12890,3.13228
12900,3.14479
12910,3.14175
12920,3.15523
12930,3.17448
12940,3.16454
12950,3.16332
12960,3.17282
12970,3.1563
12980,3.15951
12990,3.13922
13000,3.11705
13010,3.09744
13020,3.07804
13030,3.0631
13040,3.04398
13050,3.02133
13060,3.03064
13070,3.02752
13080,3.03558
13090,3.03436
13100,3.0209
13110,3.01043
13120,2.99161
13130,2.9832
13140,2.98275
13150,2.97758
13160,2.96852
13170,2.94071
13180,2.9405
13190,2.92819
13200,2.90578
13210,2.88733
13220,2.84648
13230,2.86696
13240,2.88224
13250,2.88088
13260,2.88379
13270,2.88673
13280,2.91154
13290,2.92242
13300,2.90776
13310,2.89515
13320,2.85978
13330,2.81608
13340,2.79374
13350,2.81917
13360,2.86434
13370,2.90685
13380,2.94287
13390,2.95854
13400,2.96788
13410,2.97216
13420,2.97257
13430,2.97756
13440,2.96728
13450,2.94122
13460,2.91904
13470,2.9325
13480,2.96625
13490,2.98859
13500,3.00026
13510,3.00667
13520,3.00255
13530,2.98897
13540,2.98817
13550,3.02356
13560,3.041
13570,3.05875
13580,3.08083
