Time,X,Y,Z
0,-6.99308,-1.56631,9.62515
10,-6.99308,-1.56632,9.62515
20,-6.99308,-1.56632,9.62515
30,-6.99308,-1.56631,9.62515
40,-6.99308,-1.56631,9.62515
50,-6.99308,-1.56631,9.62515
60,-6.99308,-1.56631,9.62515
70,-6.99308,-1.56631,9.62515
80,-6.99308,-1.56631,9.62515
90,-6.99308,-1.56631,9.62515
100,-6.99308,-1.56631,9.62515
110,-6.99308,-1.56632,9.62515
120,-6.99308,-1.56632,9.62515
130,-6.99308,-1.56631,9.62515
140,-6.99308,-1.56631,9.62515
150,-6.99308,-1.56631,9.62515
160,-6.99308,-1.56631,9.62515
170,-6.99308,-1.56631,9.62515
180,-6.99308,-1.56631,9.62515
190,-6.99308,-1.56631,9.62515
200,-6.99308,-1.56631,9.62515
210,-6.99852,-1.56631,9.62119
220,-7.01242,-1.56632,9.61107
230,-7.03113,-1.56631,9.59739
240,-7.05101,-1.56631,9.58279
250,-7.06846,-1.56631,9.56993
260,-7.07988,-1.56631,9.56148
270,-7.08168,-1.56632,9.56015
280,-7.07026,-1.56631,9.5686
290,-7.04198,-1.56631,9.58943
300,-6.99308,-1.56631,9.62515
310,-6.92136,-1.55934,9.67798
320,-6.8291,-1.54152,9.74613
330,-6.71927,-1.51747,9.82592
340,-6.59493,-1.49183,9.9137
350,-6.45921,-1.46926,10.006
360,-6.31546,-1.45443,10.0995
370,-6.16715,-1.45204,10.1911
380,-6.0179,-1.46678,10.2778
390,-5.87145,-1.50332,10.3569
400,-5.73159,-1.56631,10.4257
410,-5.58861,-1.66582,10.4877
420,-5.43289,-1.80253,10.5468
430,-5.26852,-1.96695,10.6007
440,-5.09976,-2.14961,10.6476
450,-4.93116,-2.34104,10.6866
460,-4.76754,-2.53185,10.7173
470,-4.61396,-2.71279,10.7402
480,-4.4757,-2.87473,10.7566
490,-4.35821,-3.0087,10.7682
500,-4.26697,-3.10583,10.7771
510,-4.11765,-3.17213,10.8158
520,-3.8568,-3.22006,10.8975
530,-3.53662,-3.25049,10.9967
540,-3.21089,-3.26463,11.092
550,-2.93529,-3.26416,11.1682
560,-2.76677,-3.25117,11.2149
570,-2.76243,-3.22777,11.2228
580,-2.97804,-3.19563,11.1767
590,-3.46539,-3.15538,11.0469
600,-4.26697,-3.10583,10.7771
610,-5.38223,-3.02332,10.2903
620,-6.71691,-2.89295,9.51389
630,-8.1419,-2.72634,8.38311
640,-9.50924,-2.53684,6.86577
650,-10.6658,-2.33865,4.9771
660,-11.4734,-2.14527,2.78558
670,-11.8306,-1.96756,0.407191
680,-11.6906,-1.81199,-2.01136
690,-11.07,-1.67965,-4.31678
700,-10.0453,-1.56631,-6.37492
710,-8.52069,-1.43562,-8.32687
720,-6.30681,-1.25737,-10.1313
730,-3.50699,-1.03899,-11.429
740,-0.385624,-0.796954,-11.9673
750,2.70238,-0.554463,-11.6786
760,5.41985,-0.335673,-10.7011
770,7.54255,-0.16005,-9.3319
780,8.99792,-0.040082,-7.93952
790,9.83367,0.016331,-6.87741
800,10.1319,-5.24537e-07,-6.42992
810,9.91443,-0.113412,-6.75953
820,9.16307,-0.330186,-7.74139
830,7.80746,-0.640243,-9.0903
840,5.80277,-1.02733,-10.4533
850,3.2202,-1.46193,-11.467
860,0.278963,-1.90316,-11.8448
870,-2.69425,-2.30869,-11.4635
880,-5.3607,-2.64774,-10.4044
890,-7.47243,-2.91004,-8.92717
900,-8.9311,-3.10583,-7.38845
910,-10.026,-3.26194,-5.73058
920,-10.8932,-3.40295,-3.70926
930,-11.3691,-3.5447,-1.47568
940,-11.3904,-3.6976,0.76589
950,-11.009,-3.86423,2.80544
960,-10.3761,-4.03967,4.47412
970,-9.70123,-4.21357,5.66851
980,-9.20179,-4.37288,6.34074
990,-9.05656,-4.50371,6.45719
1000,-9.36069,-4.5922,5.94047
1010,-10.0813,-4.68428,4.51946
1020,-10.7842,-4.85701,2.02746
1030,-10.767,-5.12408,-1.34766
1040,-9.42555,-5.44002,-5.0562
1050,-6.57683,-5.70185,-8.2604
1060,-2.62285,-5.79802,-10.1737
1070,1.60936,-5.67178,-10.4518
1080,5.27337,-5.35455,-9.35523
1090,7.87338,-4.95014,-7.58327
1100,9.36069,-4.5922,-5.94047
1110,10.1736,-4.21141,-4.77097
1120,10.7086,-3.67696,-3.97572
1130,11.0521,-3.02769,-3.56147
1140,11.2442,-2.29965,-3.50426
1150,11.292,-1.5293,-3.76204
1160,11.1853,-0.755632,-4.27993
1170,10.9119,-0.0201081,-4.99296
1180,10.4697,0.635782,-5.82937
1190,9.8752,1.17447,-6.71573
1200,9.16706,1.56631,-7.58365
1210,8.184,1.83134,-8.58303
1220,6.71001,2.00073,-9.7454
1230,4.75732,2.07515,-10.8195
1240,2.41774,2.06496,-11.5711
1250,-0.133924,1.9904,-11.833
1260,-2.67135,1.87891,-11.547
1270,-4.97046,1.75968,-10.7795
1280,-6.86233,1.65773,-9.70362
1290,-8.26288,1.59016,-8.55548
1300,-9.16706,1.56631,-7.58365
1310,-9.68368,1.56631,-6.9118
1320,-9.96108,1.56631,-6.50565
1330,-10.0684,1.56631,-6.33827
1340,-10.0517,1.56631,-6.36481
1350,-9.94388,1.56631,-6.53191
1360,-9.77404,1.56631,-6.78343
1370,-9.57304,1.56631,-7.06425
1380,-9.37687,1.56631,-7.32264
1390,-9.22681,1.56631,-7.51084
1400,-9.16706,1.56631,-7.58365
1410,-9.22681,1.56631,-7.51084
1420,-9.37686,1.56631,-7.32264
1430,-9.57304,1.56631,-7.06425
1440,-9.77404,1.56631,-6.78343
1450,-9.94388,1.56631,-6.53191
1460,-10.0517,1.56631,-6.36481
1470,-10.0684,1.56631,-6.33827
1480,-9.96108,1.56631,-6.50565
1490,-9.68369,1.56631,-6.9118
1500,-9.16706,1.56631,-7.58365
1510,-8.19374,1.56631,-8.62608
1520,-6.58056,1.56631,-9.91175
1530,-4.3498,1.56631,-11.0737
1540,-1.6571,1.56631,-11.7814
1550,1.21263,1.56631,-11.8354
1560,3.92017,1.56631,-11.2329
1570,6.17614,1.56631,-10.1687
1580,7.81613,1.56631,-8.96966
1590,8.80517,1.56631,-8.00097
1600,9.16706,1.56631,-7.58365
1610,8.90948,1.56631,-7.88466
1620,8.05669,1.56631,-8.75422
1630,6.59426,1.56631,-9.90265
1640,4.54601,1.56631,-10.9946
1650,2.0455,1.56631,-11.7202
1660,-0.657494,1.56631,-11.8792
1670,-3.25459,1.56631,-11.4435
1680,-5.46778,1.56631,-10.5665
1690,-7.11947,1.56632,-9.53204
1700,-8.14429,1.56631,-8.67279
1710,-8.71361,1.56631,-8.10059
1720,-9.05166,1.56631,-7.72102
1730,-9.21453,1.56631,-7.5259
1740,-9.24283,1.56632,-7.49111
1750,-9.16706,1.56631,-7.58365
1760,-9.01273,1.56631,-7.76642
1770,-8.80467,1.56631,-8.00153
1780,-8.56976,1.56631,-8.25263
1790,-8.33836,1.56631,-8.48637
1800,-8.14429,1.56631,-8.67279
1810,-7.93269,1.56631,-8.86674
1820,-7.63422,1.56631,-9.12499
1830,-7.26358,1.56631,-9.42269
1840,-6.83736,1.56631,-9.73638
1850,-6.37491,1.56631,-10.0453
1860,-5.89853,1.56631,-10.3322
1870,-5.43322,1.56631,-10.5843
1880,-5.00604,1.56631,-10.7929
1890,-4.6453,1.56631,-10.953
1900,-4.3797,1.56631,-11.0619
1910,-4.19565,1.60809,-11.127
1920,-4.05909,1.71464,-11.1617
1930,-3.96742,1.8579,-11.1717
1940,-3.91793,2.01007,-11.1629
1950,-3.90826,2.14357,-11.1414
1960,-3.93644,2.23104,-11.1143
1970,-4.00068,2.2451,-11.0885
1980,-4.09877,2.15807,-11.0699
1990,-4.22719,1.94159,-11.0617
2000,-4.3797,1.56631,-11.0619
2010,-4.48478,0.980265,-11.0872
2020,-4.50282,0.183217,-11.1216
2030,-4.47172,-0.774601,-11.1087
2040,-4.42817,-1.83745,-11.0007
2050,-4.40704,-2.94522,-10.7659
2060,-4.44023,-4.03767,-10.3914
2070,-4.5556,-5.05972,-9.88159
2080,-4.77602,-5.96585,-9.25194
2090,-5.11897,-6.72207,-8.52114
2100,-5.59586,-7.30514,-7.70204
2110,-6.19257,-7.89484,-6.58206
2120,-6.71599,-8.60277,-4.98876
2130,-6.92627,-9.31242,-3.05053
2140,-6.67761,-9.92183,-0.983266
2150,-5.97346,-10.3633,0.959037
2160,-4.96829,-10.6174,2.56664
2170,-3.91377,-10.709,3.74171
2180,-3.07937,-10.6843,4.51253
2190,-2.68822,-10.5789,4.98602
2200,-2.89052,-10.3923,5.25784
2210,-3.79615,-10.0121,5.41734
2220,-5.31811,-9.26236,5.47049
2230,-7.20885,-8.01715,5.26857
2240,-9.15571,-6.21595,4.64057
2250,-10.8027,-3.91935,3.45558
2260,-11.8071,-1.32656,1.68326
2270,-11.9206,1.25536,-0.569559
2280,-11.0646,3.48877,-3.06646
2290,-9.36388,5.10685,-5.49889
2300,-7.11402,6,-7.57566
2310,-4.21339,6.29921,-9.30416
2320,-0.521336,5.72021,-10.536
2330,3.36911,3.91272,-10.8323
2340,6.65949,0.981383,-9.93419
2350,8.67414,-2.52859,-7.89718
2360,9.15028,-5.86737,-5.08394
2370,8.32214,-8.40562,-2.02176
2380,6.77647,-9.87245,0.783733
2390,5.19058,-10.4015,2.97766
2400,4.10728,-10.3923,4.37381
2410,3.8219,-10.19,5.0554
2420,4.30846,-9.92289,5.19359
2430,5.35645,-9.63212,4.74666
2440,6.65918,-9.28505,3.66649
2450,7.87341,-8.83296,1.9971
2460,8.7073,-8.25693,-0.0781116
2470,9.01355,-7.59148,-2.26394
2480,8.83925,-6.92075,-4.23921
2490,8.40247,-6.35454,-5.74616
2500,8.00741,-6,-6.6243
2510,7.76125,-5.82132,-7.06224
2520,7.58552,-5.71099,-7.33788
2530,7.49416,-5.65534,-7.4736
2540,7.49003,-5.64308,-7.48699
2550,7.56833,-5.66488,-7.39118
2560,7.71915,-5.71255,-7.19594
2570,7.92953,-5.77834,-6.90893
2580,8.18504,-5.85423,-6.53706
2590,8.47117,-5.93144,-6.08748
2600,8.77451,-6,-5.56847
2610,9.15013,-6.0772,-4.83144
2620,9.57141,-6.18675,-3.75662
2630,9.90749,-6.32549,-2.41451
2640,10.055,-6.48649,-0.906409
2650,9.96216,-6.65913,0.641291
2660,9.64093,-6.83079,2.09587
2670,9.16456,-6.98931,3.34073
2680,8.65016,-7.12505,4.29051
2690,8.23297,-7.2317,4.89089
2700,8.0382,-7.30514,5.1012
2710,8.12391,-7.35734,4.88586
2720,8.41902,-7.40241,4.28069
2730,8.80527,-7.43878,3.33644
2740,9.15513,-7.46394,2.115
2750,9.36071,-7.47523,0.705679
2760,9.35885,-7.47065,-0.775485
2770,9.14651,-7.44962,-2.20102
2780,8.78172,-7.41322,-3.45334
2790,8.36957,-7.36394,-4.44102
2800,8.03821,-7.30514,-5.1012
2810,7.82179,-7.22016,-5.53976
2820,7.67204,-7.0967,-5.89717
2830,7.59208,-6.94491,-6.17483
2840,7.58279,-6.77498,-6.37189
2850,7.64298,-6.59738,-6.48533
2860,7.76934,-6.42302,-6.51016
2870,7.95615,-6.26348,-6.43961
2880,8.1948,-6.13105,-6.26542
2890,8.47311,-6.03874,-5.9783
2900,8.77451,-6,-5.56847
2910,9.12751,-6.02883,-4.93374
2920,9.51081,-6.12377,-4.00548
2930,9.82903,-6.27284,-2.83579
2940,10.0013,-6.4601,-1.49701
2950,9.97786,-6.66603,-0.0800643
2960,9.75095,-6.8694,1.31546
2970,9.35747,-7.0499,2.5955
2980,8.87262,-7.19051,3.68417
2990,8.39661,-7.27858,4.52982
3000,8.0382,-7.30514,5.1012
3010,7.85626,-7.26392,5.43273
3020,7.82944,-7.16427,5.60117
3030,7.93227,-7.02062,5.63826
3040,8.13094,-6.84659,5.56884
3050,8.38835,-6.65605,5.41596
3060,8.66782,-6.46378,5.20467
3070,8.93581,-6.28551,4.96423
3080,9.16343,-6.13771,4.72864
3090,9.32639,-6.03706,4.53568
3100,9.40324,-6,4.42483
3110,9.40474,-6.03813,4.36942
3120,9.36217,-6.14106,4.31708
3130,9.28448,-6.29157,4.26786
3140,9.18067,-6.47247,4.22166
3150,9.06039,-6.66699,4.1786
3160,8.9342,-6.85899,4.13936
3170,8.81375,-7.03315,4.10521
3180,8.71153,-7.1749,4.078
3190,8.64063,-7.27021,4.06
3200,8.61417,-7.30514,4.05352
3210,8.62422,-7.27056,4.09412
3220,8.65253,-7.17616,4.19957
3230,8.69588,-7.03564,4.34529
3240,8.75168,-6.86283,4.50663
3250,8.81912,-6.67207,4.65903
3260,8.89949,-6.47841,4.778
3270,8.99572,-6.29762,4.83911
3280,9.11124,-6.14617,4.81766
3290,9.24792,-6.04112,4.68836
3300,9.40324,-6,4.42483
3310,9.5834,-6.02798,3.97768
3320,9.77173,-6.11186,3.34042
3330,9.92638,-6.24072,2.55348
3340,10.0123,-6.40217,1.66337
3350,10.0074,-6.58258,0.722152
3360,9.90708,-6.76782,-0.215342
3370,9.72512,-6.9442,-1.0955
3380,9.49228,-7.09934,-1.86974
3390,9.25201,-7.22265,-2.49672
3400,9.05429,-7.30514,-2.94192
3410,8.91641,-7.36397,-3.20462
3420,8.8246,-7.41973,-3.32776
3430,8.77696,-7.46891,-3.34371
3440,8.76682,-7.50772,-3.28283
3450,8.78568,-7.53227,-3.1744
3460,8.82509,-7.53865,-3.04738
3470,8.87771,-7.52304,-2.9309
3480,8.9374,-7.48162,-2.8545
3490,8.99854,-7.41044,-2.84811
3500,9.05429,-7.30514,-2.94192
3510,9.11549,-7.14529,-3.1389
3520,9.1905,-6.92177,-3.40937
3530,9.2667,-6.64709,-3.73423
3540,9.33321,-6.33478,-4.09411
3550,9.38217,-5.9998,-4.4696
3560,9.40959,-5.6585,-4.84159
3570,9.41562,-5.3285,-5.19164
3580,9.40436,-5.02822,-5.50227
3590,9.38302,-4.7765,-5.75708
3600,9.36069,-4.5922,-5.94047
3610,9.34359,-4.47509,-6.05564
3620,9.33262,-4.40698,-6.12214
3630,9.32797,-4.37941,-6.14896
3640,9.32871,-4.38377,-6.14473
3650,9.33335,-4.41133,-6.11791
3660,9.34018,-4.45337,-6.07689
3670,9.34759,-4.50115,-6.03011
3680,9.35421,-4.54598,-5.98606
3690,9.3589,-4.57921,-5.95331
3700,9.36069,-4.5922,-5.94047
3710,9.36405,-4.5922,-5.93518
3720,9.37261,-4.5922,-5.92164
