Time,Distance
3080,0.410821
3090,1.53224
3100,0
3110,0.0672785
3120,1.40856
3130,1.23393
3140,1.02104
3150,0.788665
3160,0.555731
3170,0.341295
3180,1.23178
3190,1.20343
3200,0
3210,1.52662
3220,1.41339
3230,1.25668
3240,1.0843
3250,0.920719
3260,0.779339
3270,0.6529
3280,1.78832
3290,1.6085
3300,0
3310,0.482891
3320,1.15076
3330,1.95795
3340,4.68979
3350,5.62234
3360,6.55178
3370,1.99739
3380,1.17633
3390,1.73411
3400,0
3410,0.302461
3420,0.463423
3430,0.514944
3440,0.489793
3450,0.421647
3460,0.343775
3470,0.280681
3480,0.229021
3490,0.151646
3500,0
3510,0.260957
3520,0.619706
3530,1.05162
3540,0.475771
3550,0.0494811
3560,0.538843
3570,2.14274
3580,2.5342
3590,2.86846
3600,0
3610,0.16514
3620,0.260956
3630,0.299697
3640,0.293578
3650,0.254845
3660,0.195716
3670,1.66976
3680,0.0652434
3690,1.58375
3700,0
3710,1.39852
3720,2.80114
3730,2.82256
3740,2.84536
3750,2.86539
3760,2.87851
3770,2.13481
3780,2.86746
3790,2.83499
3800,0
3810,0.089164
3820,0.211766
3830,0.359422
3840,0.523792
3850,0.696476
3860,1.64956
3870,0.359421
3880,0.211759
3890,0.0891647
3900,0
3910,0.113476
3920,0.295592
3930,0.512432
3940,0.728468
3950,0.907877
3960,2.36999
3970,2.36686
3980,0.868003
3990,0.542214
4000,0
4010,2.08035
4020,3.07129
4030,4.40523
4040,3.86339
4050,5.48836
4060,7.07604
4070,8.53654
4080,1.95835
4090,0.814302
4100,0
4110,0.514725
4120,0.833093
4130,0.42375
4140,0.977058
4150,0.43929
4160,0.519024
4170,0.350674
4180,0.223194
4190,0.402992
4200,0
4210,2.1087
4220,1.78828
4230,1.51645
4240,3.92786
4250,4.57326
4260,5.30299
4270,6.0466
4280,1.13239
4290,0.49345
4300,0
4310,0.36949
4320,0.665477
4330,0.893864
4340,1.06049
4350,1.171
4360,1.2309
4370,1.24542
4380,0.154751
4390,1.15805
4400,0
4410,1.5852
4420,1.6488
4430,1.66279
4440,1.64445
4450,1.71686
4460,1.87728
4470,2.09715
4480,0.496042
4490,0.810141
4500,0
4510,0.216663
4520,0.41609
4530,0.610114
4540,0.802933
4550,0.917774
4560,1.0625
4570,2.81336
4580,1.35578
4590,1.47659
4600,0
4610,2.62156
4620,2.43999
4630,0.859021
4640,1.21556
4650,2.03233
4660,1.70493
4670,1.43132
4680,0.0481578
4690,0.0457825
4700,0
4710,0.236273
4720,0.669827
4730,2.90178
4740,3.37566
4750,2.75215
4760,2.20484
4770,1.81389
4780,1.61983
4790,1.57162
4800,0
4810,0.226706
4820,0.736775
4830,1.45395
4840,2.30093
4850,3.28027
4860,2.50853
4870,1.07793
4880,0.449788
4890,0.0652008
4900,0
4910,5.60382
4920,6.17433
4930,5.38274
4940,4.41931
4950,3.34725
4960,3.41729
4970,2.34308
4980,1.36744
4990,0.562794
5000,0
5010,0.344867
5020,0.55655
5030,0.656806
5040,0.667359
5050,2.50697
5060,0.505112
5070,0.374262
5080,0.236687
5090,0.108966
5100,0
5110,0.132138
5120,0.31819
5130,1.22542
5140,1.12617
5150,1.07591
5160,1.08433
5170,1.13954
5180,1.75265
5190,1.46969
5200,0
5210,0.102058
5220,1.69243
5230,0.585354
5240,0.909081
5250,1.23084
5260,1.50756
5270,1.69627
5280,1.75412
5290,0.333751
5300,0
5310,0.61189
5320,1.4898
5330,2.56665
5340,2.48041
5350,3.76059
5360,4.05675
5370,4.11299
5380,2.98981
5390,2.03109
5400,0
5410,0.806246
5420,0.512072
5430,1.52687
5440,1.47732
5450,1.40081
5460,1.3133
5470,1.23364
5480,1.17901
5490,0.0508409
5500,0
5510,0.103516
5520,0.283802
5530,2.0806
5540,2.11039
5550,2.13882
5560,2.14517
5570,2.09987
5580,0.685906
5590,0.415547
5600,0
5610,0.639374
5620,1.51538
5630,2.5677
5640,3.73339
5650,4.9485
5660,6.1501
5670,7.27864
5680,8.27974
5690,0.709137
5700,0
5710,0.514203
5720,0.916008
5730,1.22804
5740,1.46988
5750,2.07343
5760,1.87062
5770,1.70284
5780,1.84046
5790,1.6026
5800,0
5810,0.147666
5820,0.416629
5830,0.777729
5840,1.20081
5850,3.20754
5860,2.75784
5870,2.33857
5880,1.98109
5890,1.71567
5900,0
5910,3.15916
5920,3.09538
5930,2.95968
5940,2.77078
5950,2.5475
5960,2.30866
5970,2.07292
5980,1.85873
5990,1.68456
6000,0
6010,0.0841206
6020,0.145571
6030,0.19563
6040,0.247488
6050,1.49854
6060,0.408962
6070,0.538175
6080,0.708522
6090,0.925642
6100,0
6110,5.55062
6120,5.13266
6130,1.2839
6140,4.12086
6150,1.19557
6160,1.75852
6170,2.29855
6180,2.79412
6190,2.1421
6200,0
6210,0.286506
6220,0.54546
6230,0.773226
6240,1.81549
6250,1.89308
6260,1.95463
6270,1.99323
6280,1.57406
6290,0.0903147
6300,0
6310,0.22281
6320,0.617734
6330,0.164116
6340,0.55599
6350,1.13557
6360,1.67938
6370,2.12785
6380,1.26393
6390,1.35173
6400,0
6410,5.44142
6420,5.76644
6430,7.40234
6440,8.74563
6450,10.12
6460,3.28716
6470,1.98468
6480,0.931134
6490,0.240438
6500,0
6510,0.374514
6520,1.87872
6530,2.69508
6540,3.9489
6550,5.40905
6560,6.82137
6570,8.02233
6580,9.02707
6590,0.441574
6600,0
6610,0.182539
6620,2.02239
6630,2.92018
6640,6.14042
6650,5.02354
6660,3.8911
6670,3.01531
6680,2.097
6690,0.778062
6700,0
6710,0.237698
6720,0.327602
6730,0.41067
6740,0.63169
6750,0.989877
6760,1.56257
6770,1.57411
6780,0.643287
6790,0.26778
6800,0
6810,0.170421
6820,0.289204
6830,0.370618
6840,0.428709
6850,0.477893
6860,0.53393
6870,0.618044
6880,0.478023
6890,0.277049
6900,0
6910,0.441492
6920,1.88262
6930,1.84956
6940,2.67863
6950,2.74561
6960,3.21572
6970,3.15024
6980,3.38203
6990,3.46722
7000,0
7010,2.29993
7020,1.12544
7030,1.99767
7040,4.66844
7050,5.97875
7060,7.31263
7070,8.50171
7080,2.15021
7090,0.310818
7100,0
7110,2.9689
7120,3.98855
7130,2.96497
7140,2.60706
7150,2.90697
7160,4.69763
7170,3.12754
7180,1.19055
7190,1.4922
7200,0
7210,0.0981347
7220,0.384693
7230,8.24644
7240,1.70597
7250,6.25878
7260,5.07476
7270,3.88054
7280,2.77155
7290,2.51607
7300,0
7310,1.67148
7320,1.3914
7330,1.14187
7340,0.908691
7350,0.686905
7360,0.479072
7370,0.293272
7380,1.33808
7390,0.0382591
7400,0
7410,1.31791
7420,0.123489
7430,0.255597
7440,0.417938
7450,0.602234
7460,0.805416
7470,1.03128
7480,1.29196
7490,0.482918
7500,0
7510,8.52876
7520,7.63176
7530,6.54969
7540,5.36172
7550,4.16248
7560,3.06707
7570,2.21698
7580,0.735852
7590,0.186697
7600,0
7610,8.56505
7620,7.93648
7630,6.99852
7640,6.38784
7650,4.99188
7660,3.56419
7670,2.22736
7680,1.10668
7690,0.324878
7700,0
7710,0.165179
7720,0.712343
7730,8.28869
7740,7.36649
7750,5.00784
7760,3.79427
7770,2.59836
7780,2.55244
7790,0.613662
7800,0
7810,0.360246
7820,0.56923
7830,0.653696
7840,0.640361
7850,0.555891
7860,0.426946
7870,0.280197
7880,0.142329
7890,0.0400229
7900,0
7910,0.031361
7920,0.111504
7930,0.219533
7940,0.334511
7950,0.435551
7960,0.501736
7970,0.512193
7980,0.446007
7990,0.282252
8000,0
8010,0.642262
8020,0.236138
8030,0.779395
8040,1.57426
8050,2.41959
8060,3.26276
8070,4.05954
8080,2.22792
8090,1.62896
8100,0
8110,0.287516
8120,0.464707
8130,0.549042
8140,0.557941
8150,0.508815
8160,0.419037
8170,0.305991
8180,0.187011
8190,0.0793688
8200,0
8210,1.59318
8220,1.65839
8230,1.75564
8240,1.87201
8250,1.99158
8260,2.09663
8270,2.16875
8280,0.315929
8290,1.18234
8300,0
8310,1.16822
8320,1.19946
8330,1.43562
8340,1.88049
8350,2.44374
8360,3.23295
8370,2.69801
8380,2.23135
8390,0.39594
8400,0
8410,0.582333
8420,1.38858
8430,8.44313
8440,7.58064
8450,6.64913
8460,6.63278
8470,5.65537
8480,1.88946
8490,0.858074
8500,0
8510,0.79906
8520,1.65913
8530,2.53726
8540,3.391
8550,4.17947
8560,1.71744
8570,1.21165
8580,0.804645
8590,0.435616
8600,0
8610,0.687025
8620,10.2838
8630,3.01625
8640,3.14093
8650,4.55339
8660,4.92259
8670,3.44935
8680,2.08044
8690,0.903808
8700,0
8710,0.416102
8720,0.288375
8730,0.679334
8740,1.02539
8750,1.30309
8760,1.51994
8770,1.2825
8780,1.43347
8790,1.53321
8800,0
8810,0.108608
8820,0.325288
8830,0.629374
8840,0.99881
8850,1.41126
8860,1.50661
8870,1.07394
8880,0.663903
8890,0.298681
8900,0
8910,0.253174
8920,0.496164
8930,0.728842
8940,0.993652
8950,0.782637
8960,0.585775
8970,0.406025
8980,0.246523
8990,0.110328
9000,0
9010,0.059413
9020,0.0810451
9030,0.132712
9040,0.223109
9050,0.32122
9060,0.398689
9070,0.429865
9080,0.390049
9090,0.254851
9100,0
9110,0.40761
9120,0.961339
9130,1.62533
9140,2.36328
9150,3.13868
9160,3.68843
9170,0.579665
9180,1.06207
9190,0.464642
9200,0
9210,0.348981
9220,0.628369
9230,0.846334
9240,1.01095
9250,1.13012
9260,0.121252
9270,0.0647496
9280,0.0282503
9290,0.00718531
9300,0
9310,0.0365717
9320,1.4406
9330,1.58648
9340,1.76622
9350,1.68948
9360,1.63016
9370,0.282074
9380,0.135813
9390,0.0365597
9400,0
9410,0.0333722
9420,0.123946
9430,1.99821
9440,1.95963
9450,1.92182
9460,1.88442
9470,0.443172
9480,1.09814
9490,1.69917
9500,0
9510,0.252666
9520,0.63904
9530,0.703962
9540,0.630476
9550,0.886412
9560,1.2344
9570,1.52774
9580,1.69861
9590,1.71059
9600,0
9610,0.801182
9620,1.94441
9630,3.34269
9640,4.9005
9650,7.28314
9660,5.67
9670,4.16438
9680,2.02661
9690,0.83874
9700,0
9710,0.510676
9720,1.97075
9730,1.96844
9740,1.83188
9750,1.58865
9760,1.27189
9770,0.917319
9780,0.561949
9790,0.243515
9800,0
9810,0.213178
9820,0.464215
9830,0.74697
9840,0.675268
9850,1.36987
9860,1.06246
9870,0.753388
9880,0.467302
9890,0.213971
9900,0
9910,0.156803
9920,0.293755
9930,0.463137
9940,10.1228
9950,10.3082
9960,0.999665
9970,0.937682
9980,0.785351
9990,0.489216
10000,0
10010,0.625394
10020,1.04049
10030,1.16209
10040,2.42141
10050,3.88211
10060,5.31306
10070,2.31932
10080,1.18871
10090,0.38674
10100,0
10110,1.39463
10120,9.36523
10130,7.39154
10140,6.25111
10150,4.96386
10160,3.63066
10170,2.35885
10180,2.38545
10190,0.437444
10200,0
10210,0.0843305
10220,0.246425
10230,0.697406
10240,1.32216
10250,2.05314
10260,2.82849
10270,3.58782
10280,0.939766
10290,0.375873
10300,0
10310,0.210616
10320,0.329441
10330,0.374298
10340,0.363076
10350,0.313698
10360,0.244118
10370,0.171749
10380,0.110542
10390,0.0610444
10400,0
10410,0.131871
10420,0.356234
10430,0.641372
10440,0.952475
10450,1.25499
10460,1.51487
10470,1.69978
10480,0.559164
10490,0.369385
10500,0
10510,0.678178
10520,1.69583
10530,1.41353
10540,2.42713
10550,3.7866
10560,3.34587
10570,2.12093
10580,1.11144
10590,0.403054
10600,0
10610,3.22713
10620,2.4329
10630,1.38809
10640,0.77471
10650,1.84284
10660,3.86555
10670,2.52535
10680,1.36354
10690,0.489755
10700,0
10710,6.03255
10720,5.70981
10730,5.11361
10740,5.32286
10750,3.42357
10760,2.52641
10770,1.78015
10780,0.977713
10790,0.33226
10800,0
10810,0.128617
10820,0.355529
10830,0.759829
10840,1.29909
10850,2.89317
10860,2.21602
10870,1.54092
10880,0.915106
10890,0.385911
10900,0
10910,0.270186
10920,0.487742
10930,0.538181
10940,0.408969
10950,0.314796
10960,0.247501
10970,0.195635
10980,0.145579
10990,0.0841273
11000,0
11010,0.129753
11020,0.309688
11030,0.519516
11040,2.98934
11050,1.98833
11060,3.27386
11070,2.2072
11080,0.709627
11090,2.14505
11100,0
11110,1.8559
11120,1.90497
11130,2.34197
11140,3.11144
11150,5.1131
11160,4.04487
11170,4.97167
11180,5.83089
11190,3.13052
11200,0
11210,0.387223
11220,0.610135
11230,0.698659
11240,0.682696
11250,0.592108
11260,0.456755
11270,0.306397
11280,0.170089
11290,0.071214
11300,0
11310,0.114808
11320,0.28976
11330,0.505851
11340,3.52152
11350,3.67541
11360,3.83032
11370,3.97181
11380,4.08481
11390,0.0625221
11400,0
11410,0.131737
11420,0.335244
11430,0.607911
11440,0.934459
11450,1.29876
11460,1.90313
11470,1.51207
11480,1.0754
11490,0.578153
11500,0
11510,0.73458
11520,1.65617
11530,2.71546
11540,7.18698
11550,6.03892
11560,3.69705
11570,2.5833
11580,1.56234
11590,0.68519
11600,0
11610,0.50871
11620,0.900311
11630,1.19532
11640,1.41314
11650,1.57127
11660,1.68437
11670,1.76356
11680,0.986475
11690,0.0304784
11700,0
11710,0.0349886
11720,0.132658
11730,0.282072
11740,0.472243
11750,0.692221
11760,0.931009
11770,1.17764
11780,1.42114
11790,0.20556
11800,0
11810,7.48496
11820,7.4076
11830,7.34742
11840,7.29292
11850,7.23172
11860,7.15069
11870,8.1441
11880,7.99464
11890,0.324134
11900,0
11910,5.4766
11920,4.92562
11930,4.26712
11940,3.53902
11950,2.78105
11960,2.03439
11970,1.34098
11980,0.743007
11990,0.282266
12000,0
12010,8.2816
12020,5.2531
12030,5.10678
12040,2.04179
12050,1.72762
12060,1.37108
12070,0.996533
12080,3.54437
12090,3.22402
12100,0
12110,0.297332
12120,0.658776
12130,1.05995
12140,1.47633
12150,1.88343
12160,0.7394
12170,1.83032
12180,1.32543
12190,1.24368
12200,0
12210,6.21681
12220,6.22122
12230,4.09101
12240,3.50237
12250,2.85541
12260,2.18541
12270,1.52843
12280,0.920968
12290,0.399435
12300,0
12310,0.337387
12320,0.684547
12330,1.02175
12340,0.206929
12350,0.363222
12360,0.51934
12370,0.590212
12380,0.543953
12390,0.355211
12400,0
12410,9.899
12420,9.10144
12430,7.99488
12440,6.72727
12450,5.39094
12460,4.09744
12470,2.98191
12480,2.20216
12490,0.345853
12500,0
12510,0.163058
12520,0.626601
12530,1.37732
12540,2.33092
12550,5.86644
12560,4.98396
12570,4.13877
12580,3.40893
12590,0.556639
12600,0
12610,0.351632
12620,0.603863
12630,0.765679
12640,0.223883
12650,0.213987
12660,0.791343
12670,0.67088
12680,0.495979
12690,0.271208
12700,0
12710,0.385631
12720,0.927142
12730,1.9995
12740,2.55925
12750,3.22779
12760,3.9255
12770,4.58938
12780,5.16709
12790,0.283335
12800,0
12810,0.0901732
12820,0.10512
12830,1.48526
12840,1.58531
12850,4.2184
12860,4.99161
12870,0.625648
12880,0.304206
12890,0.0825817
12900,0
12910,0.0669963
12920,0.248833
12930,0.679382
12940,0.841954
12950,1.19556
12960,1.54875
12970,1.87284
12980,0.248839
12990,0.0670024
13000,0
13010,1.12846
13020,0.94656
13030,0.679447
13040,1.54499
13050,1.19232
13060,0.375821
13070,0.693316
13080,0.956074
13090,0.0888551
13100,0
13110,0.117836
13120,0.344472
13130,0.686819
13140,0.508451
13150,0.600956
13160,1.11302
13170,0.757926
13180,0.462959
13190,0.226008
13200,0
13210,0.298351
13220,7.69959
13230,5.14556
13240,4.60938
13250,4.0273
13260,3.42404
13270,2.82924
13280,1.14522
13290,0.551259
13300,0
13310,1.51828
13320,4.68321
13330,4.07179
13340,3.43824
13350,2.80053
13360,2.17495
13370,1.57553
13380,1.01212
13390,0.488592
13400,0
13410,0.533201
13420,1.1798
13430,0.849772
13440,1.38731
13450,2.10851
13460,2.8554
13470,1.78168
13480,0.755878
13490,0.277874
13500,0
13510,1.52908
13520,1.69236
13530,2.01499
13540,2.45221
13550,2.96003
13560,1.58323
13570,1.5016
13580,1.50893
13590,0.558723
13600,0
13610,0.717908
13620,1.64383
13630,2.72498
13640,5.10979
13650,5.10777
13660,3.62261
13670,2.45671
13680,1.4191
13690,0.578635
13700,0
13710,0.320837
13720,0.465365
13730,0.507999
13740,0.557195
13750,1.38345
13760,1.33436
13770,1.35671
13780,1.43751
13790,0.170875
13800,0
13810,0.107877
13820,0.247332
13830,0.440032
13840,0.674474
13850,0.930466
13860,1.85938
13870,1.70281
13880,1.53247
13890,0.263134
13900,0
13910,4.33228
13920,2.75796
13930,2.94571
13940,1.58024
13950,0.60903
13960,1.26794
13970,1.91188
13980,0.571945
13990,0.207862
14000,0
14010,0.265619
14020,0.737401
14030,1.3872
14040,2.82368
14050,3.4722
14060,4.17889
14070,4.87771
14080,4.3721
14090,6.0139
14100,0
14110,0.345889
14120,0.681111
14130,1.02703
14140,1.38942
14150,1.7618
14160,2.12959
14170,2.47338
14180,2.77104
14190,1.43778
14200,0
14210,0.161656
14220,0.403195
14230,0.725103
14240,1.10257
14250,1.50473
14260,1.89916
14270,2.25313
14280,2.08103
14290,0.0517124
14300,0
14310,0.130992
14320,0.830152
14330,1.91419
14340,2.41968
14350,2.39696
14360,2.24985
14370,1.05204
14380,0.612912
14390,0.251899
14400,0
14410,0.148713
14420,0.230117
14430,0.258372
14440,0.247749
14450,0.212738
14460,0.167888
14470,0.126212
14480,0.0932651
14490,0.0586701
14500,0
14510,0.107698
14520,0.264402
14530,2.81291
14540,2.60603
14550,2.39427
14560,0.483011
14570,0.299068
14580,0.152335
14590,0.05472
14600,0
14610,0.0656774
14620,0.174484
14630,0.326204
14640,0.513283
14650,1.49106
14660,2.42451
14670,2.26355
14680,2.76978
14690,0.202942
14700,0
14710,0.193103
14720,0.901069
14730,0.862714
14740,1.13611
14750,0.933113
14760,3.00367
14770,0.538637
14780,0.350862
14790,0.171146
14800,0
14810,0.170386
14820,0.346861
14830,1.05353
14840,0.871269
14850,0.691281
14860,0.518441
14870,0.357817
14880,0.214509
14890,0.093615
14900,0
14910,0
14920,0
14930,0
14940,0
14950,1.30508
14960,1.30508
14970,1.30508
14980,1.30508
14990,1.30508
